workload_path,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
./workloads/default/workload.csv,10,10,0,0,0,100.0,0.0,100.0,0.0,0.428705555555553,0.042870555555555294
